,Accuracy,Acc sd,Acc CI,Macro F1,F1 sd,F1 CI,Balanced Acc,Bal sd,Bal CI,n_runs,Cluster Acc,Cluster sd,Cluster CI
Eigen_L2,0.28125000000000006,0.18476806031105894,"[0.029, 0.5221]",0.2392797533527118,0.15746502746919272,"[0.0211, 0.4594]",0.28125000000000006,0.18476806031105894,"[0.029, 0.5221]",10,0.80575,0.05884360155908579,"[0.6853, 0.8608]"
Likelihood,0.22225,0.13203771557147348,"[0.0446, 0.407]",0.1893785500131439,0.12513480708625416,"[0.0338, 0.3711]",0.22225,0.13203771557147348,"[0.0446, 0.407]",10,0.80575,0.05884360155908579,"[0.6853, 0.8608]"
Likelihood2,0.23500000000000001,0.09938701010583716,"[0.1061, 0.378]",0.21552586919907468,0.08910091952791802,"[0.1108, 0.3506]",0.23500000000000001,0.09938701010583714,"[0.1061, 0.378]",10,0.8469999999999999,0.02219859855436325,"[0.8181, 0.8802]"
Eigen_L2_v2,0.26625,0.14595114289073283,"[0.0543, 0.5133]",0.22350982353464785,0.13056567984358913,"[0.0424, 0.4366]",0.26625,0.14595114289073285,"[0.0543, 0.5133]",10,0.8469999999999999,0.02219859855436325,"[0.8181, 0.8802]"
Eigen_Oracle,0.22125,0.15445805795317596,"[0.0036, 0.3728]",0.1763087350562395,0.12556388896252482,"[0.0032, 0.3066]",0.22125,0.15445805795317596,"[0.0036, 0.3728]",10,1.0,0.0,"[1.0, 1.0]"
DS,0.265,0.12205417740586441,"[0.0442, 0.3944]",0.26033753178477415,0.11584877117923442,"[0.0458, 0.3855]",0.265,0.12205417740586441,"[0.0442, 0.3944]",10,0.7107500000000001,0.11617784499062919,"[0.5379, 0.8794]"
