,Accuracy,Acc sd,Acc CI,Macro F1,F1 sd,F1 CI,Balanced Acc,Bal sd,Bal CI,n_runs,Cluster Acc,Cluster sd,Cluster CI
Eigen_L2,0.5139999999999999,0.11679873477244711,"[0.3563, 0.6971]",0.44547530263727275,0.14141353239315868,"[0.2419, 0.6532]",0.514,0.11679873477244712,"[0.3563, 0.6971]",10,0.8440000000000001,0.04930348195952628,"[0.7806, 0.9111]"
Likelihood,0.465,0.14808030854160786,"[0.3073, 0.6986]",0.42237996004575484,0.15527852348875584,"[0.2371, 0.6535]",0.465,0.14808030854160786,"[0.3073, 0.6986]",10,0.8440000000000001,0.04930348195952628,"[0.7806, 0.9111]"
Likelihood2,0.3365,0.10741404832598843,"[0.1703, 0.4708]",0.32875268121729057,0.10878842473870712,"[0.1647, 0.469]",0.3365,0.10741404832598843,"[0.1703, 0.4708]",10,0.8674999999999999,0.036761241666854634,"[0.8123, 0.9228]"
Eigen_L2_v2,0.49250000000000005,0.15948702489892747,"[0.2391, 0.65]",0.41819065435903485,0.18023948675361404,"[0.1758, 0.6156]",0.49250000000000005,0.1594870248989275,"[0.2391, 0.65]",10,0.8674999999999999,0.036761241666854634,"[0.8123, 0.9228]"
Eigen_Oracle,0.5585,0.14133392295474495,"[0.3648, 0.7328]",0.48262106689714274,0.16088214210002166,"[0.2398, 0.6881]",0.5585,0.14133392295474495,"[0.3648, 0.7328]",10,1.0,0.0,"[1.0, 1.0]"
DS,0.5197499999999999,0.20231112590924571,"[0.2309, 0.7453]",0.5048367499435714,0.19612390933153112,"[0.2198, 0.7175]",0.5197499999999999,0.20231112590924571,"[0.2309, 0.7453]",10,0.72625,0.08450221890577786,"[0.5818, 0.8657]"
