,Accuracy,Acc sd,Acc CI,Macro F1,F1 sd,F1 CI,Balanced Acc,Bal sd,Bal CI,n_runs,Cluster Acc,Cluster sd,Cluster CI
Eigen_L2_free2,0.67125,0.20656893204015586,"[0.2593, 0.9231]",0.6347877660365235,0.21860263604832686,"[0.2372, 0.9229]",0.6712499999999999,0.20656893204015583,"[0.2593, 0.9231]",20,0.932,0.020416711421361596,"[0.8874, 0.9652]"
Eigen_L2_sigtest_free2,0.6475000000000001,0.1961705756142906,"[0.2506, 0.9179]",0.6204254764378809,0.20874444969815997,"[0.2162, 0.9175]",0.6475000000000001,0.1961705756142906,"[0.2506, 0.9179]",20,0.932,0.020416711421361596,"[0.8874, 0.9652]"
Eigen_L2_free3,0.657,0.2047617357346158,"[0.2598, 0.9229]",0.619376992751817,0.21729868474717431,"[0.2324, 0.9227]",0.657,0.20476173573461579,"[0.2598, 0.9229]",20,0.93225,0.02130449668373716,"[0.8892, 0.9629]"
Eigen_L2_sigtest_free3,0.6467499999999999,0.18672576993520404,"[0.2824, 0.9129]",0.6192985007900526,0.19370404162719979,"[0.2687, 0.9129]",0.64675,0.186725769935204,"[0.2824, 0.9129]",20,0.93225,0.02130449668373716,"[0.8892, 0.9629]"
