,Accuracy,Acc sd,Acc CI,Macro F1,F1 sd,F1 CI,Balanced Acc,Bal sd,Bal CI,n_runs,Cluster Acc,Cluster sd,Cluster CI
Eigen_L2,0.6095,0.1460298675690087,"[0.3669, 0.7904]",0.554990414843147,0.17964151123409813,"[0.2544, 0.7823]",0.6095000000000002,0.1460298675690087,"[0.3669, 0.7904]",10,0.8440000000000001,0.04930348195952628,"[0.7806, 0.9111]"
Likelihood,0.465,0.14808030854160786,"[0.3073, 0.6986]",0.42237996004575484,0.15527852348875584,"[0.2371, 0.6535]",0.465,0.14808030854160786,"[0.3073, 0.6986]",10,0.8440000000000001,0.04930348195952628,"[0.7806, 0.9111]"
Likelihood2,0.32375,0.10307258769107007,"[0.1886, 0.5034]",0.3130835757765595,0.10241687459150153,"[0.1728, 0.4872]",0.32375,0.10307258769107008,"[0.1886, 0.5034]",10,0.8705,0.03403021533219495,"[0.8181, 0.9186]"
Eigen_L2_v2,0.6340000000000001,0.17189790251451265,"[0.3342, 0.8378]",0.5751034339548222,0.20765497113187031,"[0.22, 0.8305]",0.6340000000000001,0.17189790251451262,"[0.3342, 0.8378]",10,0.8705,0.03403021533219495,"[0.8181, 0.9186]"
Eigen_Oracle,0.69375,0.21086544551232456,"[0.4014, 0.9591]",0.6243389601153917,0.25333503632871357,"[0.261, 0.9497]",0.69375,0.21086544551232456,"[0.4014, 0.9591]",10,1.0,0.0,"[1.0, 1.0]"
DS,0.5197499999999999,0.20231112590924571,"[0.2309, 0.7453]",0.5048367499435714,0.19612390933153112,"[0.2198, 0.7175]",0.5197499999999999,0.20231112590924571,"[0.2309, 0.7453]",10,0.72625,0.08450221890577786,"[0.5818, 0.8657]"
