,Accuracy,Acc sd,Acc CI,Macro F1,F1 sd,F1 CI,Balanced Acc,Bal sd,Bal CI,n_runs,Cluster Acc,Cluster sd,Cluster CI
Eigen_L2,0.4306666666666667,0.08800757543151233,"[0.3415, 0.5068]",0.3674562564616155,0.09424486205616385,"[0.2767, 0.4558]",0.4306666666666667,0.08800757543151233,"[0.3415, 0.5068]",3,0.606,0.03555277766926239,"[0.5686, 0.6332]"
Likelihood,0.2006666666666667,0.11524466726635699,"[0.0951, 0.3136]",0.15467931444406904,0.09059214720889358,"[0.0736, 0.2448]",0.2006666666666667,0.11524466726635699,"[0.0951, 0.3136]",3,0.606,0.03555277766926239,"[0.5686, 0.6332]"
Likelihood2,0.26733333333333337,0.033724372986511306,"[0.2444, 0.3033]",0.25735677951158004,0.033193649194010355,"[0.2354, 0.2928]",0.26733333333333337,0.033724372986511306,"[0.2444, 0.3033]",3,0.7273333333333333,0.12751993308237475,"[0.598, 0.8374]"
Eigen_L2_v2,0.48600000000000004,0.09718024490605076,"[0.3821, 0.5474]",0.456415912834887,0.1164764202419472,"[0.3319, 0.5299]",0.48600000000000004,0.09718024490605076,"[0.3821, 0.5474]",3,0.7273333333333333,0.12751993308237475,"[0.598, 0.8374]"
Eigen_Oracle,0.758,0.15143315356948758,"[0.6005, 0.8798]",0.699219258073054,0.1719037671310045,"[0.5235, 0.8449]",0.758,0.1514331535694875,"[0.6005, 0.8798]",3,1.0,0.0,"[1.0, 1.0]"
DS,0.484,0.10948972554536798,"[0.367, 0.5551]",0.47183577247665975,0.09889708522749763,"[0.3662, 0.5363]",0.484,0.10948972554536796,"[0.367, 0.5551]",3,0.5646666666666668,0.06803920438492306,"[0.5152, 0.6368]"
