,Accuracy,Acc sd,Acc CI,Macro F1,F1 sd,F1 CI,Balanced Acc,Bal sd,Bal CI,n_runs,Cluster Acc,Cluster sd,Cluster CI
Eigen_L2,0.5274,0.17370229960737102,"[0.2569, 0.7376]",0.48013023749656547,0.17961502581105387,"[0.22, 0.7085]",0.5274,0.17370229960737102,"[0.2569, 0.7376]",10,0.7245999999999999,0.11041356599419998,"[0.4956, 0.8171]"
Likelihood,0.25739999999999996,0.06383346388150271,"[0.1903, 0.3728]",0.24995407121359872,0.062230537885225416,"[0.1859, 0.3633]",0.2574,0.0638334638815027,"[0.1903, 0.3728]",10,0.7245999999999999,0.11041356599419998,"[0.4956, 0.8171]"
DS,0.42060000000000003,0.11296823545679656,"[0.2602, 0.5607]",0.4078758717888328,0.10899257749258721,"[0.2582, 0.5395]",0.42060000000000003,0.11296823545679655,"[0.2602, 0.5606]",10,0.5486000000000001,0.04780562495959839,"[0.4945, 0.6339]"
