,Accuracy,Acc sd,Acc CI,Macro F1,F1 sd,F1 CI,Balanced Acc,Bal sd,Bal CI,n_runs,Cluster Acc,Cluster sd,Cluster CI
Eigen_L2,0.5224,0.1778533728165486,"[0.2399, 0.7376]",0.4683010513423884,0.19015932998418636,"[0.189, 0.7078]",0.5224,0.1778533728165486,"[0.2399, 0.7376]",10,0.7245999999999999,0.11041356599419998,"[0.4956, 0.8171]"
Likelihood,0.1274,0.08451719088774517,"[0.0118, 0.2781]",0.1274274461760539,0.08730709267943927,"[0.0122, 0.2863]",0.1274,0.08451719088774516,"[0.0118, 0.2781]",10,0.7245999999999999,0.11041356599419998,"[0.4956, 0.8171]"
DS,0.42060000000000003,0.11296823545679656,"[0.2602, 0.5607]",0.4078758717888328,0.10899257749258721,"[0.2582, 0.5395]",0.42060000000000003,0.11296823545679655,"[0.2602, 0.5606]",10,0.5486000000000001,0.04780562495959839,"[0.4945, 0.6339]"
